species_taxid	superkingdom	max_cov	max_uniq_minimizers	kept
4018169	10239	0.018944961620120857	116	False
4018158	10239	0.015773552290406223	73	False
4017346	10239	0.021633406003689418	129	False
4019226	10239	0.011769964243146603	79	False
4018562	10239	0.015852534562211983	86	False
4018557	10239	0.008183821214982689	52	False
4018984	10239	0.006456953642384106	39	False
4018078	10239	0.0039532485390168445	23	False
4018801	10239	0.01079447322970639	50	False
4019028	10239	0.011088709677419355	66	False
