species_taxid	superkingdom	max_cov	max_uniq_minimizers	kept
4017346	10239	0.04544692268992118	271	False
4018169	10239	0.010779029887310143	66	False
4018801	10239	0.01079447322970639	50	False
4018287	10239	0.006117455138662317	45	False
4009805	10239	0.002953020134228188	11	False
4018562	10239	0.01511520737327189	82	False
4019226	10239	0.005065554231227652	34	False
4019032	10239	0.012125079770261647	57	False
4017052	10239	0.0036889025514909315	24	False
4018557	10239	0.01164620711362921	74	False
4018747	10239	0.013851560884845978	67	False
