species_taxid	superkingdom	max_cov	max_uniq_minimizers	kept
4017346	10239	0.03588797585108167	214	False
4018169	10239	0.0102890739833415	63	False
4018370	10239	0.007683688170321754	48	False
4018984	10239	0.00695364238410596	42	False
4018557	10239	0.013692162417374882	87	False
4018801	10239	0.01575993091537133	73	False
4019032	10239	0.014890448840672197	70	False
4010486	10239	0.010972933430870519	30	False
4012696	10239	0.02068194522079374	74	False
4018287	10239	0.005981511691136488	44	False
4018285	10239	0.005008077544426494	31	False
