species_taxid	superkingdom	max_cov	max_uniq_minimizers	kept
4018115	10239	0.04230369600712483	285	False
4018169	10239	0.008002613098154499	49	False
4018285	10239	0.012762520193861066	79	False
4018370	10239	0.013606531134944774	85	False
4019226	10239	0.005810488676996424	39	False
4018196	10239	0.002787240631774543	18	False
4017346	10239	0.007211135334563139	43	False
4018624	10239	0.0050978230917608156	37	False
4018961	10239	0.004829503878237963	33	False
4018858	10239	0.008686587908269632	50	False
