species_taxid	superkingdom	max_cov	max_uniq_minimizers	kept
4019032	10239	0.036800680706232713	173	False
4018490	10239	0.02736750651607298	126	False
4017346	10239	0.022304209290625526	133	False
4018115	10239	0.008757607243580228	59	False
4018562	10239	0.017142857142857144	93	False
4017912	10239	0.006351328764833695	38	False
4018801	10239	0.012521588946459413	58	False
4012696	10239	0.016769144773616546	60	False
4019226	10239	0.006257449344457688	42	False
4018370	10239	0.005282535617096206	33	False
4019028	10239	0.006720430107526882	40	False
4018169	10239	0.009472480810060429	58	False
4018158	10239	0.01274848746758859	59	False
