species_taxid	superkingdom	max_cov	max_uniq_minimizers	kept
1985726	10239	0.01217391304347826	14	False
2733663	10239	0.01744186046511628	30	False
1985727	10239	0.020356234096692113	40	False
1985722	10239	0.008096366508688783	41	False
2733680	10239	0.024837374334713187	42	False
1985723	10239	0.011557353366079168	40	False
2733683	10239	0.02594224180127264	53	False
2733669	10239	0.018014243820695434	43	False
2733666	10239	0.015829694323144104	29	False
4031024	10239	0.017485428809325562	42	False
4031016	10239	0.00670926517571885	21	False
4031394	10239	0.004181338028169014	19	False
4032447	10239	0.01447876447876448	15	False
4032046	10239	0.012601927353595256	51	False
4031851	10239	0.011752136752136752	33	False
4032493	10239	0.005671077504725898	18	False
