species_taxid	superkingdom	max_cov	max_uniq_minimizers	kept
10726	10239	0.053296953160527516	586	False
2846099	10239	0.047313328681088625	339	False
2733990	10239	0.031010625154435385	251	False
1982564	10239	0.02538256011658975	209	False
2712979	10239	0.03046336379669713	190	False
10707	10239	0.025943396226415096	143	False
352889	10239	0.02838221381267739	150	False
2846119	10239	0.034758290051937674	87	False
2733981	10239	0.025043177892918825	116	False
2844232	10239	0.023504273504273504	110	False
2733988	10239	0.01204516938519448	96	False
2733989	10239	0.021031033598358555	82	False
2844203	10239	0.013335450071439912	84	False
2844254	10239	0.013648648648648648	101	False
1112008	10239	0.01661901358112938	93	False
2712977	10239	0.005162400516240052	24	False
2608320	10239	0.015059368664929048	52	False
2733983	10239	0.008858720662678324	77	False
2733986	10239	0.01575262543757293	81	False
2846136	10239	0.01985906470211403	62	False
2733985	10239	0.009659806803863923	46	False
2733982	10239	0.015023474178403756	32	False
2712971	10239	0.010125632852053253	54	False
2733992	10239	0.011608623548922056	28	False
2733993	10239	0.017526289434151226	70	False
1945575	10239	0.01434308663224326	25	False
2732023	10239	0.005365355135411344	21	False
