species_taxid	superkingdom	max_cov	max_uniq_minimizers	kept
1868170	10239	0.08048395581273014	153	False
1857099	10239	0.029745476847592763	97	False
1465618	10239	0.03826955074875208	23	False
1465613	10239	0.03460207612456748	10	False
2005691	10239	0.07428799044015136	373	False
2005700	10239	0.04908180300500835	147	False
1981032	10239	0.044444444444444446	148	False
2005702	10239	0.05036855036855037	82	False
2005694	10239	0.01379749522394396	65	False
2005696	10239	0.00858854107808792	76	False
2005701	10239	0.02521459227467811	47	False
2005699	10239	0.017552182163187855	37	False
2005693	10239	0.005704256252742431	39	False
