species_taxid	superkingdom	max_cov	max_uniq_minimizers	kept
2560542	10239	0.044444444444444446	16	False
2560540	10239	0.040492629221869754	217	False
2560543	10239	0.019202363367799114	18	False
4039937	10239	0.025929355734885567	196	False
4039884	10239	0.020077220077220077	26	False
4037235	10239	0.04809763101220388	67	False
4039284	10239	0.030362389813907934	31	False
4039046	10239	0.02040816326530612	30	False
4039630	10239	0.017395710184090526	103	False
4023635	10239	0.0111003861003861	69	False
4039527	10239	0.05555555555555555	31	False
4040418	10239	0.0128	16	False
4022882	10239	0.01167728237791932	22	False
4024286	10239	0.010521972354033423	51	False
4040056	10239	0.024100852799406748	65	False
4022075	10239	0.011828486939379004	24	False
4039601	10239	0.015544041450777202	12	False
4039712	10239	0.02719797596457938	43	False
4040395	10239	0.008601177003168854	76	False
2560629	10239	0.006766917293233083	72	False
4035427	10239	0.006312292358803987	19	False
